faces,has_text,brightness,vibrancy,contrast,color_variety,red_dominance,sharpness,aspect_ratio,image_name
1,0,0.2308,0.5422,0.1571,65.943,0.3231,45.6345,1.78,vid_1861.jpg
0,0,0.2376,0.1847,0.1993,54.267,0.0095,127.7442,1.78,vid_1862.jpg
3,1,0.3728,0.2056,0.2396,90.85,0.0495,578.7703,1.78,vid_1863.jpg
2,0,0.2677,0.2106,0.1672,40.142,0.0215,108.1083,1.78,vid_1864.jpg
1,0,0.2294,0.2768,0.1742,65.958,0.1054,527.1236,1.78,vid_1865.jpg
1,1,0.3024,0.4836,0.2077,57.028,0.0022,437.0417,1.78,vid_1866.jpg
1,1,0.1661,0.2761,0.1426,48.465,0.0029,428.5637,1.78,vid_1867.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_1868.jpg
2,0,0.3112,0.2787,0.2284,98.094,0.0555,74.458,1.78,vid_1869.jpg
7,1,0.5556,0.3511,0.3186,0.0,0.11,3855.1709,1.78,vid_187.jpg
1,1,0.7731,0.0839,0.1736,43.854,0.0081,446.8521,1.78,vid_1870.jpg
5,1,0.7955,0.2474,0.1524,0.0,0.0468,466.0274,1.78,vid_1871.jpg
2,1,0.2462,0.269,0.2179,73.923,0.0064,394.1461,1.78,vid_1872.jpg
2,1,0.3507,0.2862,0.2244,59.846,0.1004,927.3478,1.78,vid_1873.jpg
0,0,0.2136,0.3853,0.161,52.391,0.006,119.2134,1.78,vid_1874.jpg
1,0,0.7367,0.1836,0.3505,51.801,0.0855,371.48,1.78,vid_1875.jpg
0,1,0.2957,0.2714,0.2047,95.61,0.0099,680.0542,1.78,vid_1876.jpg
0,0,0.3017,0.2923,0.1929,80.32,0.0893,255.9378,1.78,vid_1877.jpg
0,0,0.3866,0.1264,0.2461,46.319,0.0265,169.8194,1.78,vid_1878.jpg
0,0,0.418,0.5976,0.2605,0.0,0.0025,383.4312,1.78,vid_1879.jpg
6,1,0.7337,0.5953,0.2635,0.0,0.3604,2590.2676,1.78,vid_188.jpg
1,1,0.3368,0.3274,0.2184,0.0,0.1591,506.0982,1.78,vid_1880.jpg
2,1,0.3451,0.3885,0.237,92.705,0.0583,471.5424,1.78,vid_1881.jpg
1,1,0.3068,0.2358,0.2027,41.585,0.0876,244.8267,1.78,vid_1882.jpg
2,1,0.8209,0.31,0.2554,0.0,0.015,272.7504,1.78,vid_1883.jpg
0,1,0.2918,0.5895,0.1559,0.0,0.0057,163.1856,1.78,vid_1884.jpg
3,1,0.6705,0.1779,0.252,0.0,0.0383,185.1663,1.78,vid_1885.jpg
2,1,0.2787,0.3616,0.1944,98.832,0.0447,592.073,1.78,vid_1886.jpg
1,1,0.2237,0.4138,0.1652,82.365,0.034,231.0521,1.78,vid_1887.jpg
1,1,0.313,0.2097,0.1971,36.485,0.0041,400.798,1.78,vid_1888.jpg
0,1,0.3516,0.3551,0.2133,0.0,0.0002,489.5125,1.78,vid_1889.jpg
2,1,0.4244,0.158,0.1808,53.618,0.0047,287.522,1.78,vid_189.jpg
0,1,0.4111,0.387,0.3042,0.0,0.0342,647.5655,1.78,vid_1890.jpg
3,1,0.3166,0.2253,0.2549,75.914,0.027,452.2188,1.78,vid_1891.jpg
2,1,0.231,0.1831,0.207,50.245,0.0119,770.2421,1.78,vid_1892.jpg
0,1,0.3659,0.3378,0.2186,0.0,0.0033,329.0458,1.78,vid_1893.jpg
0,1,0.4312,0.6414,0.2237,83.615,0.0,872.421,1.78,vid_1894.jpg
0,0,0.2955,0.4887,0.1969,97.096,0.09,459.5384,1.78,vid_1895.jpg
2,1,0.3556,0.3169,0.257,80.9,0.0263,336.4245,1.78,vid_1896.jpg
2,1,0.5686,0.2341,0.2586,71.82,0.0121,706.6786,1.78,vid_1897.jpg
1,0,0.2546,0.2019,0.2495,39.891,0.0117,419.2101,1.78,vid_1898.jpg
1,0,0.1941,0.2747,0.1746,56.882,0.0417,114.7694,1.78,vid_1899.jpg
1,1,0.6031,0.6148,0.2464,0.0,0.3869,3171.8891,1.78,vid_19.jpg
3,1,0.4177,0.4599,0.2538,0.0,0.285,244.4237,1.78,vid_190.jpg
0,0,0.2434,0.0596,0.2328,28.746,0.0057,525.0839,1.78,vid_1900.jpg
3,0,0.3368,0.4446,0.2202,73.608,0.1228,100.6641,1.78,vid_1901.jpg
0,0,0.3348,0.483,0.1889,62.712,0.0001,172.2132,1.78,vid_1902.jpg
0,1,0.2393,0.3859,0.2061,78.084,0.0084,330.8837,1.78,vid_1903.jpg
0,1,0.3502,0.1921,0.2367,53.724,0.0231,375.3731,1.78,vid_1904.jpg
1,0,0.395,0.2108,0.2375,45.441,0.0009,240.2609,1.78,vid_1905.jpg
0,0,0.3657,0.6502,0.2214,0.0,0.0027,301.1308,1.78,vid_1906.jpg
1,1,0.3033,0.3373,0.2113,79.449,0.0446,597.472,1.78,vid_1907.jpg
0,1,0.2957,0.2759,0.2413,76.412,0.0814,644.5101,1.78,vid_1908.jpg
0,1,0.2008,0.4746,0.1887,0.0,0.1021,1098.8561,1.78,vid_1909.jpg
4,1,0.2392,0.5346,0.2172,0.0,0.0365,2650.5083,1.78,vid_191.jpg
1,0,0.2973,0.253,0.1936,63.426,0.1275,351.4835,1.78,vid_1910.jpg
3,1,0.1971,0.3318,0.2045,0.0,0.0135,917.0516,1.78,vid_1911.jpg
1,1,0.2996,0.4077,0.1908,0.0,0.0241,983.8632,1.78,vid_1912.jpg
3,1,0.6253,0.2607,0.2119,90.849,0.0058,1011.2439,1.78,vid_1913.jpg
1,0,0.3424,0.2655,0.2184,31.572,0.0517,268.6119,1.78,vid_1914.jpg
0,1,0.249,0.244,0.183,76.289,0.0027,272.8713,1.78,vid_1915.jpg
1,1,0.2685,0.3033,0.2503,31.741,0.0003,875.5391,1.78,vid_1916.jpg
1,1,0.3336,0.1836,0.238,67.533,0.0073,756.993,1.78,vid_1917.jpg
0,0,0.3155,0.3466,0.1834,86.552,0.02,112.5869,1.78,vid_1918.jpg
0,1,0.3019,0.3693,0.1948,86.478,0.0134,263.6279,1.78,vid_1919.jpg
1,1,0.4019,0.1363,0.2917,67.382,0.0265,540.3569,1.78,vid_192.jpg
0,1,0.3225,0.3986,0.1892,67.644,0.1661,461.3652,1.78,vid_1920.jpg
2,1,0.3386,0.2462,0.2773,73.555,0.0595,274.0436,1.78,vid_1921.jpg
1,1,0.3077,0.2804,0.1944,88.037,0.004,433.1487,1.78,vid_1922.jpg
0,1,0.3387,0.2658,0.2137,91.276,0.0642,468.098,1.78,vid_1923.jpg
1,1,0.5162,0.2884,0.2108,0.0,0.0072,616.9522,1.78,vid_1924.jpg
2,0,0.2652,0.2174,0.2302,47.639,0.0726,283.4149,1.78,vid_1925.jpg
0,1,0.2872,0.4266,0.1896,42.074,0.0,160.4591,1.78,vid_1926.jpg
0,1,0.363,0.3888,0.2785,93.601,0.0172,1226.2038,1.78,vid_1927.jpg
0,1,0.328,0.434,0.167,98.443,0.5443,515.6451,1.78,vid_1928.jpg
0,1,0.345,0.1695,0.2636,36.032,0.0086,602.5028,1.78,vid_1929.jpg
0,1,0.4366,0.6009,0.2322,0.0,0.0531,378.353,1.78,vid_193.jpg
0,1,0.3255,0.1096,0.2397,27.055,0.0063,695.8951,1.78,vid_1930.jpg
0,1,0.2605,0.2488,0.2393,76.457,0.0,2389.4534,1.78,vid_1931.jpg
3,1,0.2797,0.3985,0.2142,0.0,0.0815,149.8243,1.78,vid_1932.jpg
0,1,0.3353,0.3163,0.2158,67.955,0.0333,675.3983,1.78,vid_1933.jpg
1,0,0.2538,0.5909,0.1493,73.004,0.0467,29.7733,1.78,vid_1934.jpg
1,1,0.2144,0.1913,0.2052,49.516,0.0231,399.6409,1.78,vid_1935.jpg
2,1,0.3023,0.3819,0.192,0.0,0.0844,164.1083,1.78,vid_1936.jpg
2,1,0.3052,0.1516,0.2073,52.127,0.0065,590.4496,1.78,vid_1937.jpg
1,1,0.3041,0.4087,0.1685,87.998,0.2724,673.4352,1.78,vid_1938.jpg
3,1,0.3148,0.3716,0.2519,90.69,0.0958,406.0295,1.78,vid_1939.jpg
2,0,0.3276,0.4172,0.2488,54.381,0.0555,407.4796,1.78,vid_194.jpg
1,0,0.3246,0.2829,0.2095,57.902,0.0508,93.6869,1.78,vid_1940.jpg
2,1,0.3654,0.5503,0.1959,82.794,0.0071,590.3298,1.78,vid_1941.jpg
0,1,0.2817,0.18,0.2082,79.749,0.0033,398.0123,1.78,vid_1942.jpg
1,0,0.3177,0.735,0.1397,47.884,0.001,143.9606,1.78,vid_1943.jpg
0,1,0.2868,0.376,0.2208,70.167,0.0169,667.7801,1.78,vid_1944.jpg
3,1,0.3013,0.2971,0.2141,90.269,0.0259,580.9465,1.78,vid_1945.jpg
2,1,0.2467,0.3822,0.226,96.884,0.0868,651.2927,1.78,vid_1946.jpg
1,1,0.2253,0.2282,0.1862,47.786,0.0121,291.9267,1.78,vid_1947.jpg
2,1,0.3833,0.226,0.261,0.0,0.1172,1015.5413,1.78,vid_1948.jpg
2,1,0.3692,0.6557,0.1965,0.0,0.5249,520.6472,1.78,vid_1949.jpg
6,1,0.565,0.5528,0.3285,0.0,0.1838,3159.6846,1.78,vid_195.jpg
1,0,0.342,0.3521,0.2338,56.775,0.0085,424.9165,1.78,vid_1950.jpg
3,1,0.6879,0.2375,0.2773,0.0,0.0041,768.9806,1.78,vid_1951.jpg
1,1,0.2892,0.2947,0.2251,0.0,0.0742,1178.9546,1.78,vid_1952.jpg
2,1,0.2686,0.2536,0.2251,84.988,0.0513,392.4078,1.78,vid_1953.jpg
1,1,0.2495,0.3023,0.2371,99.43,0.0019,754.8784,1.78,vid_1954.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_1955.jpg
1,1,0.2429,0.186,0.1625,71.372,0.0029,204.154,1.78,vid_1956.jpg
3,1,0.2578,0.3007,0.2468,62.234,0.0193,677.4731,1.78,vid_1957.jpg
1,0,0.2709,0.3476,0.206,65.277,0.2623,92.2559,1.78,vid_1958.jpg
1,1,0.1954,0.2811,0.1797,84.749,0.0294,462.6487,1.78,vid_1959.jpg
6,1,0.3571,0.2376,0.2473,88.024,0.1173,1148.9518,1.78,vid_196.jpg
2,1,0.6704,0.4667,0.3001,0.0,0.0319,2651.7282,1.78,vid_1960.jpg
1,0,0.3358,0.2367,0.2186,85.922,0.0177,171.5299,1.78,vid_1961.jpg
2,1,0.1653,0.6625,0.1775,68.16,0.0839,389.1314,1.78,vid_1962.jpg
2,1,0.3283,0.2537,0.2214,0.0,0.0433,246.0615,1.78,vid_1963.jpg
4,1,0.3039,0.2393,0.2409,81.122,0.0067,1454.7834,1.78,vid_1964.jpg
3,1,0.2476,0.3255,0.2237,62.514,0.0096,251.8032,1.78,vid_1965.jpg
5,1,0.4206,0.4047,0.2753,84.014,0.0139,501.6257,1.78,vid_1966.jpg
0,1,0.3403,0.3882,0.1894,53.52,0.0,496.4938,1.78,vid_1967.jpg
1,1,0.2899,0.5209,0.2021,90.567,0.0304,1100.429,1.78,vid_1968.jpg
0,0,0.3789,0.4098,0.1931,34.97,0.0,450.1318,1.78,vid_1969.jpg
1,1,0.3187,0.3838,0.2092,0.0,0.0441,920.8001,1.78,vid_197.jpg
0,0,0.2904,0.2552,0.1904,58.951,0.1212,237.5244,1.78,vid_1970.jpg
2,0,0.1542,0.4334,0.1267,63.962,0.0054,58.7158,1.78,vid_1971.jpg
1,1,0.3451,0.4551,0.2684,0.0,0.0687,2216.301,1.78,vid_1972.jpg
1,0,0.2092,0.2722,0.2055,51.996,0.0501,69.5023,1.78,vid_1973.jpg
0,0,0.2095,0.2231,0.2527,32.448,0.0029,90.6246,1.78,vid_1974.jpg
1,1,0.4936,0.2831,0.3307,0.0,0.0339,2375.0777,1.78,vid_1975.jpg
0,0,0.3514,0.3669,0.2017,62.948,0.0012,267.7009,1.78,vid_1976.jpg
1,1,0.3593,0.3785,0.2286,0.0,0.0928,915.7254,1.78,vid_1977.jpg
3,1,0.242,0.3028,0.2368,67.157,0.0258,1052.1515,1.78,vid_1978.jpg
0,1,0.3755,0.1763,0.2457,84.109,0.0004,560.5006,1.78,vid_1979.jpg
1,1,0.3886,0.5122,0.2613,0.0,0.0061,3223.8653,1.78,vid_198.jpg
0,1,0.2262,0.2326,0.2602,56.492,0.0,4096.2424,1.78,vid_1980.jpg
1,1,0.4624,0.1081,0.2298,78.79,0.015,214.1413,1.78,vid_1981.jpg
1,1,0.1702,0.5037,0.1464,75.611,0.0021,245.0166,1.78,vid_1982.jpg
0,1,0.2381,0.3085,0.1999,83.591,0.0627,130.5471,1.78,vid_1983.jpg
1,0,0.2333,0.2352,0.1829,36.784,0.135,117.775,1.78,vid_1984.jpg
1,0,0.2921,0.2396,0.2062,77.835,0.0572,142.619,1.78,vid_1985.jpg
3,1,0.2428,0.2835,0.2093,92.05,0.1098,187.6224,1.78,vid_1986.jpg
0,1,0.2848,0.6021,0.2135,0.0,0.0811,649.2357,1.78,vid_1987.jpg
2,0,0.3088,0.1915,0.2193,36.894,0.0081,224.2059,1.78,vid_1988.jpg
4,1,0.5316,0.3579,0.2818,0.0,0.0235,3099.6979,1.78,vid_1989.jpg
1,0,0.2408,0.5082,0.1784,64.43,0.0332,183.6235,1.78,vid_199.jpg
3,0,0.2907,0.4925,0.1976,49.31,0.072,457.2859,1.78,vid_1990.jpg
2,1,0.5613,0.4548,0.208,86.077,0.097,543.4703,1.78,vid_1991.jpg
1,1,0.2541,0.4103,0.2032,0.0,0.0455,458.0488,1.78,vid_1992.jpg
1,1,0.3249,0.1116,0.2684,45.808,0.0134,493.7247,1.78,vid_1993.jpg
1,1,0.6194,0.288,0.2632,73.806,0.0089,836.8834,1.78,vid_1994.jpg
3,1,0.5296,0.4335,0.2734,0.0,0.0664,2755.0541,1.78,vid_1995.jpg
1,1,0.2406,0.2081,0.2031,61.172,0.0054,657.1288,1.78,vid_1996.jpg
1,1,0.4497,0.347,0.2443,99.615,0.0053,631.8994,1.78,vid_1997.jpg
1,1,0.2502,0.2984,0.2324,62.637,0.0025,1046.1097,1.78,vid_1998.jpg
0,1,0.2373,0.2703,0.2354,41.368,0.0005,518.3174,1.78,vid_1999.jpg
5,1,0.7102,0.6434,0.2305,0.0,0.4821,967.6123,1.78,vid_2.jpg
1,1,0.4623,0.5791,0.2497,0.0,0.0266,122.9263,1.78,vid_20.jpg
1,1,0.3532,0.4882,0.2401,77.5,0.0001,1645.6792,1.78,vid_200.jpg
0,0,0.312,0.396,0.2055,67.058,0.2744,320.1091,1.78,vid_2000.jpg
2,1,0.3209,0.2546,0.2606,63.346,0.2986,941.1935,1.78,vid_2001.jpg
1,0,0.343,0.3295,0.2628,70.611,0.0258,122.4002,1.78,vid_2002.jpg
2,1,0.2515,0.4967,0.1909,0.0,0.0129,1374.744,1.78,vid_2003.jpg
0,0,0.3016,0.2143,0.2123,46.078,0.0566,123.4902,1.78,vid_2004.jpg
3,0,0.2321,0.7297,0.2461,72.373,0.0264,135.3327,1.78,vid_2005.jpg
1,1,0.3031,0.2056,0.2259,88.853,0.0051,526.0251,1.78,vid_2006.jpg
2,0,0.2705,0.4083,0.1931,68.269,0.3014,66.7236,1.78,vid_2007.jpg
0,1,0.4299,0.2937,0.2669,0.0,0.0075,2819.355,1.78,vid_2008.jpg
1,1,0.6476,0.2955,0.253,0.0,0.0126,1753.9789,1.78,vid_2009.jpg
1,0,0.2183,0.5551,0.1562,61.864,0.007,122.6511,1.78,vid_201.jpg
0,0,0.3112,0.3647,0.2025,0.0,0.0637,42.5878,1.78,vid_2010.jpg
1,1,0.3611,0.3508,0.2143,0.0,0.0002,237.8379,1.78,vid_2011.jpg
0,1,0.3748,0.2161,0.2324,70.987,0.0009,880.2171,1.78,vid_2012.jpg
0,0,0.2701,0.206,0.234,39.619,0.0213,63.8995,1.78,vid_2013.jpg
2,1,0.2691,0.3233,0.213,99.88,0.0315,529.9409,1.78,vid_2014.jpg
2,1,0.3119,0.3527,0.2321,0.0,0.0526,427.0893,1.78,vid_2015.jpg
0,1,0.2806,0.4586,0.191,92.582,0.032,255.2009,1.78,vid_2016.jpg
1,1,0.258,0.2591,0.1818,87.412,0.0077,431.8478,1.78,vid_2017.jpg
3,1,0.348,0.3164,0.27,97.504,0.0043,592.9713,1.78,vid_2018.jpg
1,1,0.3455,0.2145,0.2239,44.224,0.0006,388.0085,1.78,vid_2019.jpg
0,1,0.8009,0.4899,0.2426,0.0,0.1616,1360.1156,1.78,vid_202.jpg
3,1,0.2923,0.2992,0.2119,0.0,0.1343,526.0902,1.78,vid_2020.jpg
3,1,0.3108,0.4881,0.239,0.0,0.1477,661.1392,1.78,vid_2021.jpg
3,1,0.2526,0.2741,0.2101,73.789,0.0519,863.2031,1.78,vid_2022.jpg
0,1,0.316,0.232,0.23,94.971,0.0198,437.855,1.78,vid_2023.jpg
1,1,0.3122,0.4698,0.2006,98.663,0.1016,263.6397,1.78,vid_2024.jpg
2,1,0.3062,0.2109,0.2498,0.0,0.0002,918.1797,1.78,vid_2025.jpg
1,1,0.5519,0.5289,0.2033,0.0,0.0401,2049.6746,1.78,vid_2026.jpg
0,1,0.6462,0.4586,0.2079,90.08,0.0,458.1044,1.78,vid_2027.jpg
2,1,0.7605,0.4395,0.1936,0.0,0.2346,599.9596,1.78,vid_2028.jpg
1,1,0.3494,0.2937,0.2325,84.04,0.0056,398.3445,1.78,vid_2029.jpg
0,0,0.4168,0.7454,0.1888,39.442,0.6522,84.0393,1.78,vid_203.jpg
2,1,0.8713,0.3682,0.1613,0.0,0.0347,152.648,1.78,vid_2030.jpg
0,1,0.2931,0.3008,0.1649,99.14,0.0934,382.7888,1.78,vid_2031.jpg
0,1,0.3616,0.5481,0.2046,0.0,0.0473,577.5345,1.78,vid_2032.jpg
2,1,0.2943,0.4016,0.1847,64.423,0.0165,200.6371,1.78,vid_2033.jpg
1,1,0.679,0.6703,0.2209,0.0,0.0002,1210.1479,1.78,vid_2034.jpg
0,0,0.1746,0.2066,0.1587,46.429,0.0071,342.175,1.78,vid_2035.jpg
3,1,0.2207,0.2661,0.2006,57.103,0.0947,270.5701,1.78,vid_2036.jpg
0,1,0.3952,0.1808,0.2498,39.274,0.0352,442.2284,1.78,vid_2037.jpg
2,1,0.202,0.4112,0.167,71.04,0.0759,535.3623,1.78,vid_2038.jpg
0,1,0.3267,0.2029,0.2555,61.483,0.0178,1144.206,1.78,vid_2039.jpg
4,1,0.5903,0.4596,0.2962,0.0,0.257,2522.4744,1.78,vid_204.jpg
0,1,0.3708,0.3507,0.2447,0.0,0.0407,5887.4004,1.78,vid_2040.jpg
0,1,0.7633,0.205,0.1912,0.0,0.0747,1137.3868,1.78,vid_2041.jpg
2,1,0.2151,0.421,0.1952,0.0,0.0022,1466.9773,1.78,vid_2042.jpg
0,0,0.3823,0.4746,0.235,70.349,0.0497,219.2658,1.78,vid_2043.jpg
2,1,0.7588,0.3223,0.2276,0.0,0.0074,1619.9792,1.78,vid_2044.jpg
1,1,0.4353,0.2784,0.2556,77.574,0.0006,740.5677,1.78,vid_2045.jpg
2,1,0.3281,0.283,0.231,92.888,0.0391,260.1915,1.78,vid_2046.jpg
4,1,0.7143,0.354,0.2716,0.0,0.1333,433.0206,1.78,vid_2047.jpg
0,1,0.4325,0.3799,0.263,0.0,0.052,2805.1513,1.78,vid_2048.jpg
4,1,0.3528,0.4157,0.2386,0.0,0.0395,1045.0007,1.78,vid_2049.jpg
6,1,0.4732,0.5071,0.2501,0.0,0.1659,1075.4002,1.78,vid_205.jpg
0,1,0.3197,0.2696,0.2258,83.504,0.0599,204.4729,1.78,vid_2050.jpg
1,0,0.2437,0.1048,0.2096,17.89,0.0029,60.7011,1.78,vid_2051.jpg
1,0,0.2929,0.2489,0.2109,65.381,0.0102,326.4301,1.78,vid_2052.jpg
3,1,0.7454,0.1773,0.2562,0.0,0.0166,720.8382,1.78,vid_2053.jpg
0,1,0.2484,0.3878,0.2014,57.911,0.022,302.6295,1.78,vid_2054.jpg
6,1,0.2504,0.45,0.1866,0.0,0.0351,1246.813,1.78,vid_2055.jpg
0,0,0.2252,0.4043,0.179,44.222,0.0073,112.9424,1.78,vid_2056.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_2057.jpg
1,0,0.1861,0.1952,0.2035,41.31,0.0327,214.7611,1.78,vid_2058.jpg
2,1,0.579,0.7073,0.2288,0.0,0.0593,1097.1363,1.78,vid_2059.jpg
4,1,0.3725,0.5613,0.2374,0.0,0.1194,197.9172,1.78,vid_206.jpg
1,1,0.3572,0.4445,0.2207,0.0,0.0041,598.1711,1.78,vid_2060.jpg
7,1,0.5776,0.3136,0.2674,0.0,0.1467,1140.7091,1.78,vid_2061.jpg
0,0,0.1341,0.3886,0.1735,39.05,0.026,145.3129,1.78,vid_2062.jpg
1,1,0.5674,0.3027,0.2865,0.0,0.0378,1601.2284,1.78,vid_2063.jpg
1,1,0.3461,0.3226,0.2498,56.954,0.0061,676.5665,1.78,vid_2064.jpg
0,1,0.6107,0.5628,0.2551,0.0,0.0174,1215.5072,1.78,vid_2065.jpg
1,0,0.1957,0.4323,0.1383,64.894,0.2127,196.7183,1.78,vid_2066.jpg
1,0,0.2534,0.2371,0.1981,48.87,0.0393,174.54,1.78,vid_2067.jpg
1,1,0.2609,0.2529,0.212,80.232,0.0017,622.1765,1.78,vid_2068.jpg
0,1,0.3143,0.2434,0.2195,50.068,0.0098,475.6869,1.78,vid_2069.jpg
1,0,0.1289,0.2742,0.1325,24.746,0.0003,467.1782,1.78,vid_207.jpg
4,1,0.6065,0.3503,0.2244,0.0,0.1039,1512.3705,1.78,vid_2070.jpg
3,1,0.3085,0.2273,0.2499,44.289,0.0082,1035.9341,1.78,vid_2071.jpg
0,1,0.4074,0.4917,0.2636,0.0,0.0201,5826.387,1.78,vid_2072.jpg
0,1,0.6359,0.5525,0.2654,0.0,0.0111,3570.3967,1.78,vid_2073.jpg
3,1,0.5266,0.3668,0.3101,0.0,0.0299,3343.6041,1.78,vid_2074.jpg
1,0,0.2601,0.2979,0.1929,50.436,0.0104,280.2285,1.78,vid_2075.jpg
4,1,0.2818,0.2603,0.2354,66.022,0.1606,770.183,1.78,vid_2076.jpg
4,1,0.6802,0.3642,0.2577,0.0,0.1678,875.8832,1.78,vid_2077.jpg
0,1,0.262,0.3244,0.2052,84.357,0.0377,600.1934,1.78,vid_2078.jpg
3,1,0.2725,0.3146,0.2362,83.296,0.0688,1335.3243,1.78,vid_2079.jpg
2,1,0.3273,0.4951,0.233,0.0,0.0881,1692.2771,1.78,vid_208.jpg
4,1,0.379,0.3192,0.2631,65.709,0.3206,582.4002,1.78,vid_2080.jpg
2,1,0.3161,0.4803,0.2368,52.132,0.0122,661.7563,1.78,vid_2081.jpg
1,1,0.2444,0.319,0.2267,66.006,0.1094,253.3216,1.78,vid_2082.jpg
0,0,0.16,0.3595,0.1091,48.232,0.0179,34.9123,1.78,vid_2083.jpg
0,1,0.3057,0.276,0.2523,58.07,0.0095,168.0114,1.78,vid_2084.jpg
2,1,0.457,0.6662,0.3045,0.0,0.0481,120.0451,1.78,vid_2085.jpg
0,1,0.5014,0.4626,0.2606,0.0,0.0202,5444.9951,1.78,vid_2086.jpg
1,0,0.3528,0.3253,0.1838,43.058,0.0051,215.0002,1.78,vid_2087.jpg
1,1,0.4415,0.4937,0.2563,0.0,0.0292,4436.2112,1.78,vid_2088.jpg
21,1,0.5778,0.3477,0.3166,0.0,0.1572,3277.9766,1.78,vid_2089.jpg
1,0,0.1374,0.3922,0.1739,45.706,0.0101,404.125,1.78,vid_209.jpg
1,1,0.6063,0.2513,0.318,0.0,0.0606,1337.6356,1.78,vid_2090.jpg
3,1,0.2458,0.562,0.1638,0.0,0.1115,667.8586,1.78,vid_2091.jpg
0,1,0.4866,0.4693,0.2651,0.0,0.0002,802.289,1.78,vid_2092.jpg
1,1,0.2182,0.5925,0.1972,0.0,0.0095,389.1902,1.78,vid_2093.jpg
6,1,0.5554,0.3389,0.2838,0.0,0.0985,2495.1973,1.78,vid_2094.jpg
0,0,0.42,0.5418,0.2209,60.456,0.001,181.3193,1.78,vid_2095.jpg
0,1,0.6082,0.4057,0.2531,0.0,0.0013,2433.9045,1.78,vid_2096.jpg
4,1,0.3008,0.2633,0.2228,0.0,0.0172,511.3215,1.78,vid_2097.jpg
3,1,0.2232,0.2851,0.2002,95.528,0.0096,747.6821,1.78,vid_2098.jpg
1,1,0.2814,0.3138,0.2284,72.959,0.0207,272.4526,1.78,vid_2099.jpg
1,1,0.2037,0.3449,0.177,78.342,0.0006,721.4581,1.78,vid_21.jpg
1,0,0.125,0.4485,0.1504,32.19,0.0187,27.8383,1.78,vid_210.jpg
1,1,0.2268,0.5538,0.1676,0.0,0.0486,453.2229,1.78,vid_2100.jpg
1,0,0.3382,0.2495,0.2098,41.607,0.1875,69.6238,1.78,vid_2101.jpg
1,1,0.3163,0.3395,0.202,0.0,0.0594,347.5617,1.78,vid_2102.jpg
0,1,0.2936,0.4416,0.2332,69.992,0.0004,2472.2358,1.78,vid_2103.jpg
2,1,0.3078,0.2846,0.194,77.715,0.0009,380.24,1.78,vid_2104.jpg
2,1,0.7776,0.3242,0.236,0.0,0.0153,2601.3454,1.78,vid_2105.jpg
2,1,0.4632,0.2883,0.2763,0.0,0.08,1755.3178,1.78,vid_2106.jpg
0,1,0.5656,0.3192,0.1725,94.051,0.0003,2081.2541,1.78,vid_2107.jpg
3,0,0.1555,0.5005,0.1797,89.978,0.001,55.8107,1.78,vid_2108.jpg
0,1,0.2535,0.5521,0.2109,76.145,0.0019,460.1957,1.78,vid_2109.jpg
9,1,0.5792,0.2545,0.3314,0.0,0.0389,565.5332,1.78,vid_211.jpg
0,1,0.274,0.604,0.1952,96.642,0.0007,287.3446,1.78,vid_2110.jpg
1,1,0.2623,0.3238,0.2268,93.103,0.0148,577.5502,1.78,vid_2111.jpg
1,1,0.4471,0.3984,0.2464,0.0,0.2339,3159.9821,1.78,vid_2112.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_2113.jpg
0,1,0.4647,0.5962,0.2773,0.0,0.0377,1935.9726,1.78,vid_2114.jpg
2,1,0.333,0.3423,0.2114,82.959,0.0355,274.5381,1.78,vid_2115.jpg
1,1,0.6046,0.3624,0.2623,0.0,0.0935,3558.2814,1.78,vid_2116.jpg
2,1,0.2321,0.3567,0.1867,54.863,0.0046,164.4447,1.78,vid_2117.jpg
3,1,0.5828,0.6223,0.2397,0.0,0.2112,270.1047,1.78,vid_2118.jpg
4,1,0.3449,0.3458,0.2401,0.0,0.0308,291.8067,1.78,vid_2119.jpg
6,1,0.5088,0.2997,0.2557,0.0,0.0988,921.1516,1.78,vid_212.jpg
3,1,0.3077,0.1737,0.2258,46.454,0.0069,541.8474,1.78,vid_2120.jpg
0,0,0.3186,0.2577,0.2645,27.502,0.0271,321.2399,1.78,vid_2121.jpg
7,1,0.2745,0.4613,0.2025,0.0,0.11,263.7767,1.78,vid_2122.jpg
0,0,0.3989,0.3045,0.2655,47.915,0.0174,170.436,1.78,vid_2123.jpg
0,0,0.1996,0.7731,0.1664,56.806,0.1693,454.9587,1.78,vid_2124.jpg
1,0,0.2327,0.4785,0.2207,52.053,0.2254,467.4487,1.78,vid_2125.jpg
0,1,0.6101,0.3743,0.2747,0.0,0.0121,3493.2615,1.78,vid_2126.jpg
0,1,0.6586,0.5875,0.2324,0.0,0.0002,2586.8906,1.78,vid_2127.jpg
0,0,0.2869,0.5421,0.2015,49.279,0.0002,101.0624,1.78,vid_2128.jpg
1,1,0.3027,0.2057,0.2054,73.095,0.1101,925.8612,1.78,vid_2129.jpg
