faces,has_text,brightness,vibrancy,contrast,color_variety,red_dominance,sharpness,aspect_ratio,image_name
2,0,0.2039,0.3851,0.159,72.467,0.0938,107.2378,1.78,vid_521.jpg
2,1,0.6116,0.2762,0.3292,73.331,0.1083,981.2389,1.78,vid_5210.jpg
2,0,0.2754,0.1955,0.2024,37.092,0.046,123.0694,1.78,vid_5211.jpg
1,1,0.3096,0.4989,0.2206,99.124,0.1095,249.9178,1.78,vid_5212.jpg
2,1,0.7197,0.4294,0.1484,94.176,0.0253,331.9009,1.78,vid_5213.jpg
2,1,0.5955,0.2178,0.3048,0.0,0.092,179.9776,1.78,vid_5214.jpg
2,0,0.6361,0.4287,0.219,0.0,0.0943,30.491,1.78,vid_5215.jpg
2,1,0.7271,0.3225,0.255,87.683,0.2562,511.9904,1.78,vid_5216.jpg
4,1,0.636,0.2792,0.2907,0.0,0.1905,922.1676,1.78,vid_5217.jpg
1,1,0.2467,0.3508,0.191,41.579,0.1405,541.4478,1.78,vid_5218.jpg
1,0,0.2482,0.1994,0.2095,31.939,0.0038,362.9685,1.78,vid_5219.jpg
1,0,0.3156,0.1628,0.234,60.412,0.0437,85.7766,1.78,vid_522.jpg
0,0,0.2725,0.3817,0.2176,56.238,0.1869,368.3179,1.78,vid_5220.jpg
0,0,0.3041,0.2926,0.244,53.401,0.2931,233.7398,1.78,vid_5221.jpg
1,1,0.6571,0.3093,0.1964,0.0,0.2049,309.109,1.78,vid_5222.jpg
1,0,0.2744,0.1907,0.2242,57.263,0.0563,114.085,1.78,vid_5223.jpg
1,0,0.3151,0.3125,0.1983,46.786,0.3486,92.1596,1.78,vid_5224.jpg
1,1,0.3711,0.2405,0.2222,75.426,0.0891,311.1888,1.78,vid_5225.jpg
1,0,0.3198,0.2788,0.239,60.991,0.0625,290.1021,1.78,vid_5226.jpg
2,0,0.25,0.4022,0.1536,79.274,0.128,233.0223,1.78,vid_5227.jpg
3,1,0.2482,0.4831,0.1895,93.648,0.2672,768.4057,1.78,vid_5228.jpg
1,1,0.8172,0.1897,0.2031,0.0,0.0797,1401.5869,1.78,vid_5229.jpg
0,0,0.3048,0.26,0.2513,61.464,0.0528,158.7627,1.78,vid_523.jpg
1,0,0.3221,0.1588,0.2133,52.66,0.0278,128.957,1.78,vid_5230.jpg
2,1,0.2235,0.2758,0.2093,43.458,0.052,241.209,1.78,vid_5231.jpg
1,0,0.3068,0.1313,0.211,27.084,0.064,121.3404,1.78,vid_5232.jpg
1,1,0.3158,0.4501,0.2215,97.168,0.0465,223.7013,1.78,vid_5233.jpg
1,1,0.3256,0.291,0.2006,48.152,0.5185,191.2284,1.78,vid_5234.jpg
1,0,0.4121,0.1618,0.2404,41.222,0.1897,364.245,1.78,vid_5235.jpg
2,1,0.2137,0.6791,0.1399,0.0,0.0176,457.6438,1.78,vid_5236.jpg
0,0,0.3118,0.2288,0.2505,73.632,0.0209,425.9597,1.78,vid_5237.jpg
0,0,0.3376,0.3445,0.202,70.157,0.3458,268.9253,1.78,vid_5238.jpg
3,1,0.7986,0.2352,0.1962,0.0,0.2887,556.2156,1.78,vid_5239.jpg
2,1,0.344,0.2113,0.2181,71.549,0.3031,656.7328,1.78,vid_524.jpg
2,1,0.7916,0.2658,0.2208,0.0,0.0816,555.9427,1.78,vid_5240.jpg
0,0,0.3025,0.2504,0.2382,56.478,0.0722,133.719,1.78,vid_5241.jpg
3,0,0.3352,0.3016,0.2048,69.992,0.176,69.2385,1.78,vid_5242.jpg
2,1,0.5888,0.3509,0.224,71.752,0.2245,236.4525,1.78,vid_5243.jpg
0,0,0.4206,0.2743,0.2281,47.38,0.3358,115.9893,1.78,vid_5244.jpg
4,1,0.2361,0.7622,0.1623,73.864,0.0,414.5685,1.78,vid_5245.jpg
2,0,0.2432,0.2314,0.1978,41.005,0.3286,196.808,1.78,vid_5246.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5247.jpg
0,1,0.4328,0.7651,0.2184,43.694,0.7636,1087.7584,1.78,vid_5248.jpg
1,0,0.3001,0.2321,0.2242,57.378,0.0951,192.6123,1.78,vid_5249.jpg
1,0,0.1739,0.4677,0.1252,28.591,0.0204,36.2042,1.78,vid_525.jpg
3,1,0.6506,0.2453,0.2124,76.943,0.1041,1031.9332,1.78,vid_5250.jpg
3,1,0.3074,0.2933,0.2168,94.612,0.1002,345.7054,1.78,vid_5251.jpg
4,1,0.7178,0.2253,0.2482,0.0,0.1564,2023.3484,1.78,vid_5252.jpg
4,1,0.3006,0.3709,0.2181,0.0,0.0237,405.8798,1.78,vid_5253.jpg
1,1,0.2797,0.2689,0.2086,50.628,0.1735,175.708,1.78,vid_5254.jpg
1,1,0.2846,0.3827,0.1895,46.008,0.0935,308.4137,1.78,vid_5255.jpg
4,1,0.602,0.2331,0.2242,0.0,0.1343,872.4771,1.78,vid_5256.jpg
2,0,0.1811,0.3525,0.1901,35.427,0.0623,301.9511,1.78,vid_5257.jpg
2,1,0.3132,0.328,0.1952,65.292,0.3805,231.8448,1.78,vid_5258.jpg
3,1,0.7071,0.3387,0.2374,0.0,0.2037,1218.1368,1.78,vid_5259.jpg
1,1,0.5944,0.7477,0.1909,0.0,0.0254,601.2203,1.78,vid_526.jpg
1,1,0.3003,0.2759,0.2306,47.744,0.0815,374.0287,1.78,vid_5260.jpg
2,1,0.3934,0.348,0.2286,92.231,0.3187,374.0072,1.78,vid_5261.jpg
1,0,0.2709,0.8993,0.0913,0.0,0.0,16.2588,1.78,vid_5262.jpg
2,0,0.3319,0.522,0.2444,0.0,0.0312,221.7541,1.78,vid_5263.jpg
0,0,0.8587,0.5097,0.0937,60.855,0.0003,288.8379,1.78,vid_5264.jpg
4,1,0.6762,0.4926,0.2954,0.0,0.0024,1322.4812,1.78,vid_5265.jpg
1,1,0.3111,0.3228,0.2312,57.658,0.01,500.8028,1.78,vid_5266.jpg
5,1,0.4777,0.6471,0.2275,0.0,0.0576,859.4764,1.78,vid_5267.jpg
1,1,0.2533,0.4403,0.1903,45.306,0.0497,756.4828,1.78,vid_5268.jpg
2,1,0.6694,0.2219,0.2694,0.0,0.0422,569.9007,1.78,vid_5269.jpg
1,0,0.1712,0.4065,0.1621,28.848,0.038,22.5354,1.78,vid_527.jpg
0,0,0.6265,0.297,0.2048,15.335,0.2704,683.3102,1.78,vid_5270.jpg
0,1,0.3199,0.4458,0.2077,48.022,0.3574,419.8465,1.78,vid_5271.jpg
1,1,0.2622,0.3739,0.1889,69.817,0.2782,681.8413,1.78,vid_5272.jpg
4,1,0.3302,0.2115,0.2462,66.295,0.0069,472.2195,1.78,vid_5273.jpg
1,0,0.3376,0.4006,0.2827,46.244,0.0371,219.6564,1.78,vid_5274.jpg
3,1,0.2711,0.2363,0.2217,78.017,0.0991,557.1689,1.78,vid_5275.jpg
8,0,0.1246,0.1218,0.2339,38.536,0.0001,776.6074,1.78,vid_5276.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5277.jpg
1,1,0.7065,0.3431,0.2681,0.0,0.0652,1086.6838,1.78,vid_5278.jpg
0,0,0.4486,0.3619,0.227,78.546,0.3534,126.7092,1.78,vid_5279.jpg
1,1,0.2513,0.2425,0.1958,85.486,0.001,473.5681,1.78,vid_528.jpg
0,1,0.3551,0.2842,0.2236,81.498,0.1257,206.06,1.78,vid_5280.jpg
1,0,0.3647,0.2429,0.2272,73.369,0.1335,366.7811,1.78,vid_5281.jpg
1,1,0.3337,0.334,0.2364,0.0,0.225,281.7935,1.78,vid_5282.jpg
2,1,0.2476,0.4507,0.1914,54.681,0.0405,151.1473,1.78,vid_5283.jpg
4,0,0.4156,0.6148,0.2143,85.551,0.0245,94.5261,1.78,vid_5284.jpg
2,0,0.3529,0.492,0.2159,49.352,0.505,168.761,1.78,vid_5285.jpg
2,1,0.3553,0.3118,0.2512,54.714,0.4297,736.0292,1.78,vid_5286.jpg
1,0,0.3974,0.442,0.2579,0.0,0.1259,50.228,1.78,vid_5287.jpg
0,1,0.7889,0.1784,0.2098,51.532,0.1664,675.3974,1.78,vid_5288.jpg
1,0,0.3329,0.4148,0.2344,63.65,0.1432,72.8447,1.78,vid_5289.jpg
4,1,0.3317,0.4511,0.2117,67.349,0.0167,880.0863,1.78,vid_529.jpg
1,0,0.3242,0.4005,0.2578,52.027,0.3169,233.027,1.78,vid_5290.jpg
0,0,0.3746,0.4528,0.2169,51.866,0.124,107.8184,1.78,vid_5291.jpg
2,1,0.5839,0.5784,0.2978,0.0,0.025,1033.4347,1.78,vid_5292.jpg
2,0,0.2884,0.3038,0.1912,69.222,0.3192,121.6518,1.78,vid_5293.jpg
2,0,0.2549,0.2679,0.2121,51.762,0.1679,129.1292,1.78,vid_5294.jpg
5,1,0.6096,0.4173,0.2425,0.0,0.1615,603.5207,1.78,vid_5295.jpg
3,0,0.2986,0.3174,0.2157,41.735,0.057,110.1758,1.78,vid_5296.jpg
0,0,0.2633,0.5593,0.1229,46.029,0.0,36.2604,1.78,vid_5297.jpg
1,1,0.509,0.2375,0.2975,0.0,0.2215,473.6357,1.78,vid_5298.jpg
1,0,0.325,0.2085,0.203,71.994,0.0243,483.8848,1.78,vid_5299.jpg
1,0,0.101,0.5039,0.1378,54.414,0.0384,221.8105,1.78,vid_53.jpg
3,1,0.7613,0.3539,0.3002,0.0,0.1569,1657.7215,1.78,vid_530.jpg
2,0,0.2183,0.3665,0.2155,62.146,0.032,215.9128,1.78,vid_5300.jpg
3,1,0.3161,0.313,0.2031,0.0,0.0922,234.0319,1.78,vid_5301.jpg
1,1,0.4266,0.8133,0.3308,45.185,0.0,1363.818,1.78,vid_5302.jpg
1,1,0.4073,0.3193,0.2357,45.999,0.3818,372.8628,1.78,vid_5303.jpg
3,1,0.4034,0.2673,0.3115,0.0,0.257,244.0184,1.78,vid_5304.jpg
1,0,0.5225,0.1802,0.2014,45.885,0.0827,58.2731,1.78,vid_5305.jpg
6,1,0.6079,0.4131,0.2894,0.0,0.1532,719.1242,1.78,vid_5306.jpg
2,0,0.2857,0.2449,0.2428,53.798,0.0019,94.6986,1.78,vid_5307.jpg
2,0,0.2989,0.3116,0.2113,49.421,0.3529,125.6366,1.78,vid_5308.jpg
6,1,0.3525,0.4304,0.2218,0.0,0.1237,356.8233,1.78,vid_5309.jpg
2,0,0.1081,0.3701,0.0961,25.416,0.0203,22.7926,1.78,vid_531.jpg
0,0,0.439,0.2023,0.305,41.628,0.1463,128.4284,1.78,vid_5310.jpg
0,0,0.3794,0.3308,0.2123,99.272,0.4087,195.1407,1.78,vid_5311.jpg
0,0,0.351,0.2846,0.2049,43.093,0.0425,409.9082,1.78,vid_5312.jpg
1,1,0.3585,0.4258,0.2084,81.975,0.4798,367.25,1.78,vid_5313.jpg
1,0,0.2971,0.3017,0.2034,51.604,0.154,165.0987,1.78,vid_5314.jpg
1,0,0.3528,0.3557,0.2832,45.652,0.0832,131.4556,1.78,vid_5315.jpg
5,1,0.5343,0.3412,0.2333,96.582,0.3612,133.9093,1.78,vid_5316.jpg
1,0,0.2851,0.2293,0.2437,51.89,0.0464,136.1506,1.78,vid_5317.jpg
0,1,0.9481,0.2627,0.1577,45.061,0.0,156.3579,1.78,vid_5318.jpg
1,1,0.2898,0.2301,0.2109,50.221,0.1446,987.6137,1.78,vid_5319.jpg
0,0,0.3886,0.1344,0.2622,46.805,0.0001,143.3545,1.78,vid_532.jpg
5,1,0.2859,0.4324,0.1851,0.0,0.1514,833.2043,1.78,vid_5320.jpg
1,0,0.3426,0.2668,0.2223,66.834,0.1042,260.0195,1.78,vid_5321.jpg
3,1,0.8274,0.6004,0.2205,0.0,0.1794,394.9125,1.78,vid_5322.jpg
4,1,0.2911,0.5194,0.2119,90.61,0.062,330.7595,1.78,vid_5323.jpg
0,0,0.2497,0.3296,0.2248,48.557,0.0566,126.7983,1.78,vid_5324.jpg
1,1,0.7108,0.2656,0.1937,0.0,0.1717,544.8248,1.78,vid_5325.jpg
1,1,0.7092,0.1855,0.2591,0.0,0.1085,584.0001,1.78,vid_5326.jpg
1,1,0.3068,0.2432,0.2222,77.643,0.0236,374.4554,1.78,vid_5327.jpg
1,0,0.2883,0.2112,0.1968,39.199,0.1805,143.1283,1.78,vid_5328.jpg
1,1,0.2755,0.2766,0.2163,77.358,0.1409,551.7325,1.78,vid_5329.jpg
1,0,0.2339,0.3265,0.1856,44.981,0.0075,267.7461,1.78,vid_533.jpg
1,0,0.2238,0.3424,0.1606,66.433,0.025,32.4008,1.78,vid_5330.jpg
3,1,0.3306,0.3991,0.3075,72.469,0.0705,488.1753,1.78,vid_5331.jpg
2,1,0.2577,0.1325,0.2749,67.13,0.0424,445.0032,1.78,vid_5332.jpg
4,0,0.304,0.3009,0.2054,57.563,0.22,39.096,1.78,vid_5333.jpg
0,0,0.3018,0.2092,0.194,89.04,0.0845,125.2383,1.78,vid_5334.jpg
0,1,0.6205,0.5428,0.2795,0.0,0.1219,832.796,1.78,vid_5335.jpg
2,1,0.6081,0.3407,0.2902,0.0,0.2536,820.8971,1.78,vid_5336.jpg
3,1,0.6962,0.3478,0.2741,0.0,0.1677,1943.6875,1.78,vid_5337.jpg
3,0,0.3657,0.2317,0.2189,71.621,0.0135,493.0486,1.78,vid_5338.jpg
3,1,0.8955,0.2042,0.1611,0.0,0.031,805.8887,1.78,vid_5339.jpg
6,0,0.3217,0.1839,0.2202,47.57,0.0559,126.6631,1.78,vid_534.jpg
2,1,0.8922,0.3608,0.2365,0.0,0.0677,363.0847,1.78,vid_5340.jpg
1,0,0.349,0.3271,0.2052,78.496,0.0968,156.5809,1.78,vid_5341.jpg
9,1,0.2792,0.2938,0.2117,0.0,0.0837,852.5777,1.78,vid_5342.jpg
1,1,0.3128,0.2422,0.2331,0.0,0.0142,601.7504,1.78,vid_5343.jpg
0,0,0.317,0.4373,0.235,25.173,0.0457,69.1374,1.78,vid_5344.jpg
1,0,0.2911,0.3645,0.2625,45.82,0.0862,338.4898,1.78,vid_5345.jpg
1,1,0.7954,0.6007,0.2844,0.0,0.1377,1575.8169,1.78,vid_5346.jpg
2,0,0.2248,0.3009,0.1896,70.62,0.107,100.6708,1.78,vid_5347.jpg
1,0,0.2702,0.3424,0.1752,46.6,0.1957,43.1266,1.78,vid_5348.jpg
0,0,0.3258,0.1902,0.2301,51.333,0.0311,117.1368,1.78,vid_5349.jpg
1,0,0.2499,0.3115,0.1866,76.967,0.0204,139.241,1.78,vid_535.jpg
1,0,0.317,0.1738,0.2272,34.786,0.0287,176.3708,1.78,vid_5350.jpg
2,1,0.2996,0.2282,0.2371,86.952,0.0063,489.4028,1.78,vid_5351.jpg
2,1,0.2924,0.3079,0.2196,0.0,0.0158,400.995,1.78,vid_5352.jpg
1,0,0.3289,0.3935,0.2029,51.607,0.5214,82.4299,1.78,vid_5353.jpg
2,1,0.2769,0.6773,0.169,0.0,0.1262,134.8449,1.78,vid_5354.jpg
0,0,0.3712,0.3899,0.2134,57.034,0.152,140.0906,1.78,vid_5355.jpg
0,0,0.3347,0.5244,0.2072,40.63,0.4793,66.1783,1.78,vid_5356.jpg
1,0,0.2459,0.3014,0.2095,55.358,0.2706,32.2238,1.78,vid_5357.jpg
1,0,0.3199,0.2594,0.2333,73.644,0.0956,179.3046,1.78,vid_5358.jpg
1,1,0.3104,0.1913,0.2358,25.926,0.0018,384.5572,1.78,vid_5359.jpg
0,0,0.3082,0.2134,0.2661,76.03,0.0,345.0696,1.78,vid_536.jpg
0,1,0.2997,0.43,0.1975,0.0,0.1021,255.8359,1.78,vid_5360.jpg
0,0,0.6959,0.2243,0.1415,36.496,0.4386,5.5206,1.78,vid_5361.jpg
2,1,0.3013,0.2772,0.2173,57.367,0.2606,405.9276,1.78,vid_5362.jpg
1,0,0.2191,0.2482,0.1539,33.455,0.0599,77.1772,1.78,vid_5363.jpg
1,0,0.3361,0.3003,0.227,63.68,0.0456,219.9296,1.78,vid_5364.jpg
1,0,0.3255,0.2114,0.2753,43.714,0.066,334.616,1.78,vid_5365.jpg
1,0,0.373,0.4268,0.2174,48.947,0.4291,142.3686,1.78,vid_5366.jpg
1,1,0.6568,0.3947,0.2598,84.015,0.339,437.6117,1.78,vid_5367.jpg
1,1,0.3216,0.2733,0.2412,72.95,0.1695,331.0437,1.78,vid_5368.jpg
1,0,0.3898,0.5891,0.1656,65.942,0.1106,80.1384,1.78,vid_5369.jpg
1,0,0.23,0.4582,0.1719,84.178,0.0576,153.7216,1.78,vid_537.jpg
4,0,0.3528,0.3526,0.2528,61.471,0.1108,290.7339,1.78,vid_5370.jpg
1,1,0.2834,0.3248,0.2029,61.321,0.0184,370.183,1.78,vid_5371.jpg
1,0,0.2292,0.3115,0.1659,23.0,0.0081,80.8803,1.78,vid_5372.jpg
1,1,0.2473,0.3927,0.1886,86.806,0.0428,201.1581,1.78,vid_5373.jpg
1,0,0.3466,0.3025,0.2403,63.86,0.3347,113.789,1.78,vid_5374.jpg
1,1,0.3312,0.2836,0.2526,87.357,0.1724,338.4055,1.78,vid_5375.jpg
1,1,0.297,0.3683,0.1781,0.0,0.062,254.1444,1.78,vid_5376.jpg
1,0,0.3835,0.3569,0.2289,80.444,0.1437,188.2998,1.78,vid_5377.jpg
1,0,0.3775,0.3128,0.2049,42.588,0.0641,104.4006,1.78,vid_5378.jpg
2,1,0.382,0.294,0.3276,96.753,0.0391,806.0638,1.78,vid_5379.jpg
3,0,0.2814,0.4747,0.1662,63.893,0.0579,24.4302,1.78,vid_538.jpg
8,1,0.6508,0.5172,0.2582,0.0,0.1277,5414.9728,1.78,vid_5380.jpg
4,1,0.3417,0.4442,0.2456,67.088,0.0701,376.9875,1.78,vid_5381.jpg
1,0,0.231,0.682,0.1796,30.621,0.239,62.0822,1.78,vid_5382.jpg
4,1,0.6165,0.3514,0.296,0.0,0.0646,492.7393,1.78,vid_5383.jpg
1,0,0.3468,0.3699,0.2494,87.614,0.0879,173.7925,1.78,vid_5384.jpg
0,0,0.3435,0.4212,0.195,0.0,0.4808,467.184,1.78,vid_5385.jpg
4,1,0.4328,0.2586,0.2826,0.0,0.0488,141.0526,1.78,vid_5386.jpg
2,1,0.2961,0.5632,0.194,0.0,0.0793,146.9581,1.78,vid_5387.jpg
3,0,0.277,0.4029,0.2325,62.697,0.2154,167.9535,1.78,vid_5388.jpg
0,1,0.2911,0.3093,0.2161,67.75,0.0171,223.7408,1.78,vid_5389.jpg
2,1,0.3055,0.2317,0.2313,55.925,0.0002,513.9537,1.78,vid_539.jpg
1,1,0.3082,0.3864,0.219,69.435,0.135,199.4137,1.78,vid_5390.jpg
1,0,0.3579,0.329,0.2055,48.409,0.0179,63.7816,1.78,vid_5391.jpg
5,0,0.2523,0.2335,0.2046,65.194,0.0331,276.7391,1.78,vid_5392.jpg
6,1,0.5814,0.406,0.3091,0.0,0.3178,922.9959,1.78,vid_5393.jpg
2,0,0.2218,0.3248,0.149,66.801,0.0445,130.8711,1.78,vid_5394.jpg
1,1,0.2885,0.35,0.1974,0.0,0.0345,964.446,1.78,vid_5395.jpg
2,0,0.1718,0.315,0.2347,48.455,0.054,426.2553,1.78,vid_5396.jpg
1,0,0.3869,0.5796,0.256,77.308,0.0188,78.6887,1.78,vid_5397.jpg
2,0,0.3238,0.1995,0.2646,48.348,0.008,280.3083,1.78,vid_5398.jpg
2,1,0.6812,0.5787,0.2437,0.0,0.0644,1787.4396,1.78,vid_5399.jpg
3,0,0.1444,0.2607,0.1345,24.12,0.0031,284.7367,1.78,vid_54.jpg
2,1,0.2931,0.2581,0.2012,56.891,0.044,292.6812,1.78,vid_540.jpg
3,1,0.377,0.1915,0.2584,63.697,0.038,308.6336,1.78,vid_5400.jpg
1,0,0.3018,0.4238,0.2062,63.198,0.304,240.5194,1.78,vid_5401.jpg
0,0,0.4406,0.3909,0.2446,38.716,0.0003,61.617,1.78,vid_5402.jpg
1,1,0.291,0.2561,0.2276,77.281,0.011,877.5635,1.78,vid_5403.jpg
2,1,0.8043,0.2231,0.321,0.0,0.0143,1531.9995,1.78,vid_5404.jpg
2,0,0.2872,0.3173,0.25,34.3,0.1676,199.9199,1.78,vid_5405.jpg
1,0,0.3948,0.6722,0.2209,76.962,0.4383,181.5621,1.78,vid_5406.jpg
0,1,0.5477,0.4879,0.2731,79.939,0.2002,807.1405,1.78,vid_5407.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5408.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5409.jpg
1,0,0.223,0.3015,0.2578,60.814,0.01,192.8445,1.78,vid_541.jpg
1,0,0.3102,0.3351,0.2195,0.0,0.1535,591.1134,1.78,vid_5410.jpg
1,1,0.3059,0.1278,0.2462,41.604,0.012,406.8792,1.78,vid_5411.jpg
3,1,0.6856,0.5192,0.2762,0.0,0.13,2713.2533,1.78,vid_5412.jpg
0,0,0.4097,0.2974,0.2346,44.634,0.4562,431.3824,1.78,vid_5413.jpg
1,0,0.394,0.5273,0.2182,50.182,0.4991,119.0138,1.78,vid_5414.jpg
3,0,0.355,0.2944,0.2276,67.2,0.0336,138.0088,1.78,vid_5415.jpg
3,1,0.8831,0.5585,0.2023,0.0,0.1608,463.3052,1.78,vid_5416.jpg
0,1,0.2809,0.3872,0.2589,72.609,0.0356,686.6687,1.78,vid_5417.jpg
4,1,0.3126,0.3175,0.2252,99.054,0.0168,283.1513,1.78,vid_5418.jpg
6,1,0.3264,0.2339,0.253,0.0,0.1308,689.7649,1.78,vid_5419.jpg
1,0,0.2412,0.5123,0.1294,48.563,0.1909,26.1174,1.78,vid_542.jpg
6,1,0.3598,0.3833,0.2297,0.0,0.0366,495.1743,1.78,vid_5420.jpg
1,0,0.3193,0.3606,0.1902,71.534,0.3716,172.5508,1.78,vid_5421.jpg
1,0,0.3573,0.2498,0.2288,55.311,0.0584,139.0012,1.78,vid_5422.jpg
2,1,0.2593,0.241,0.2355,67.748,0.0094,137.1677,1.78,vid_5423.jpg
1,1,0.6635,0.3642,0.275,0.0,0.0479,588.7845,1.78,vid_5424.jpg
1,0,0.2338,0.4122,0.1893,33.862,0.0955,211.5884,1.78,vid_5425.jpg
1,1,0.6408,0.5647,0.2342,87.473,0.1912,418.494,1.78,vid_5426.jpg
3,1,0.2933,0.4445,0.2613,86.956,0.0065,290.5446,1.78,vid_5427.jpg
3,1,0.3258,0.357,0.2218,81.843,0.0045,505.8286,1.78,vid_5428.jpg
5,1,0.5128,0.5993,0.284,0.0,0.2907,1407.1577,1.78,vid_5429.jpg
0,0,0.2489,0.1719,0.2175,18.961,0.0,86.4762,1.78,vid_543.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5430.jpg
4,1,0.3293,0.3267,0.2441,87.857,0.0027,662.1867,1.78,vid_5431.jpg
1,0,0.3248,0.1938,0.2744,58.516,0.003,550.743,1.78,vid_5432.jpg
2,0,0.2064,0.628,0.1723,65.351,0.0819,74.7807,1.78,vid_5433.jpg
8,1,0.6347,0.7117,0.2692,0.0,0.0792,3581.0447,1.78,vid_5434.jpg
2,1,0.2764,0.2061,0.2486,49.235,0.0082,425.2962,1.78,vid_5435.jpg
1,0,0.3052,0.2635,0.2357,63.154,0.0364,417.4691,1.78,vid_5436.jpg
1,1,0.3472,0.1109,0.2442,26.62,0.0073,192.273,1.78,vid_5437.jpg
0,0,0.3291,0.2713,0.2318,46.256,0.0382,284.8782,1.78,vid_5438.jpg
0,0,0.3767,0.1626,0.2666,28.596,0.0425,389.1334,1.78,vid_5439.jpg
0,0,0.2636,0.3359,0.2102,76.498,0.0481,322.2691,1.78,vid_544.jpg
2,1,0.3932,0.1716,0.2522,71.689,0.013,360.9858,1.78,vid_5440.jpg
2,1,0.8081,0.5231,0.2368,0.0,0.058,1434.8861,1.78,vid_5441.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5442.jpg
4,1,0.2959,0.3095,0.2308,66.688,0.1537,229.9339,1.78,vid_5443.jpg
4,1,0.3728,0.4854,0.2626,0.0,0.0235,839.9219,1.78,vid_5444.jpg
2,1,0.7404,0.4121,0.298,0.0,0.2991,3166.4735,1.78,vid_5445.jpg
0,0,0.3295,0.7593,0.1374,51.804,0.0626,63.6764,1.78,vid_5446.jpg
1,0,0.3168,0.2827,0.2414,44.647,0.0366,72.0026,1.78,vid_5447.jpg
2,1,0.3307,0.4465,0.2272,83.271,0.0056,488.0893,1.78,vid_5448.jpg
1,1,0.2675,0.2572,0.18,63.471,0.1263,297.7658,1.78,vid_5449.jpg
1,0,0.2302,0.4982,0.1305,57.632,0.0764,107.19,1.78,vid_545.jpg
1,1,0.2845,0.3198,0.202,82.709,0.1775,186.741,1.78,vid_5450.jpg
1,1,0.7633,0.3524,0.1984,0.0,0.2002,1225.2727,1.78,vid_5451.jpg
2,1,0.3141,0.3485,0.2119,60.092,0.2635,759.2188,1.78,vid_5452.jpg
6,0,0.4854,0.3188,0.2468,0.0,0.0584,431.2386,1.78,vid_5453.jpg
0,1,0.4005,0.596,0.1832,85.921,0.3707,131.475,1.78,vid_5454.jpg
1,0,0.3575,0.3266,0.2445,51.872,0.1026,57.7424,1.78,vid_5455.jpg
2,1,0.2892,0.3454,0.2383,80.94,0.1651,499.4092,1.78,vid_5456.jpg
1,1,0.426,0.3459,0.2516,97.23,0.181,4618.3307,1.78,vid_5457.jpg
0,1,0.5091,0.5922,0.2251,0.0,0.126,1538.9946,1.78,vid_5458.jpg
2,0,0.2497,0.4664,0.1961,70.299,0.1358,48.4807,1.78,vid_5459.jpg
0,0,0.3332,0.2231,0.2252,50.671,0.1515,322.3832,1.78,vid_546.jpg
0,0,0.3992,0.6796,0.2706,43.925,0.1891,226.1448,1.78,vid_5460.jpg
1,0,0.3046,0.1486,0.2068,44.893,0.0212,327.9883,1.78,vid_5461.jpg
0,1,0.3753,0.2747,0.263,57.625,0.0197,1389.3298,1.78,vid_5462.jpg
0,0,0.4375,0.0488,0.2774,6.928,0.0,446.7417,1.78,vid_5463.jpg
3,1,0.7531,0.279,0.3385,94.457,0.0049,1534.9897,1.78,vid_5464.jpg
1,1,0.3089,0.1889,0.2516,0.0,0.0588,386.664,1.78,vid_5465.jpg
0,0,0.2444,0.2673,0.2338,45.8,0.0034,530.3803,1.78,vid_5466.jpg
0,0,0.7836,0.282,0.2935,0.0,0.0334,514.8675,1.78,vid_5467.jpg
1,0,0.4347,0.0814,0.3013,12.433,0.0001,960.0182,1.78,vid_5468.jpg
2,0,0.4149,0.3748,0.1984,46.234,0.2117,225.3185,1.78,vid_5469.jpg
2,1,0.7626,0.6743,0.2668,0.0,0.0278,797.0607,1.78,vid_547.jpg
1,1,0.8119,0.1707,0.1965,99.479,0.0645,514.8806,1.78,vid_5470.jpg
0,1,0.4705,0.28,0.3282,77.081,0.0501,321.8075,1.78,vid_5471.jpg
0,0,0.7965,0.5141,0.1859,65.876,0.0069,391.0411,1.78,vid_5472.jpg
0,0,1.0,0.0,0.0,0.001,0.0,0.0,1.78,vid_5473.jpg
2,1,0.4805,0.2848,0.2945,0.0,0.0111,1165.2116,1.78,vid_5474.jpg
1,1,0.4328,0.2802,0.3342,0.0,0.0851,819.6749,1.78,vid_5475.jpg
0,1,0.685,0.1371,0.2651,55.573,0.0151,981.0758,1.78,vid_5476.jpg
1,1,0.6185,0.1197,0.1793,33.867,0.0148,868.7725,1.78,vid_5477.jpg
1,0,0.5573,0.1532,0.3345,60.493,0.0362,354.4731,1.78,vid_5478.jpg
1,1,0.6004,0.1122,0.2068,21.472,0.0013,1127.6156,1.78,vid_5479.jpg
1,1,0.2713,0.3223,0.2352,69.464,0.0046,538.9414,1.78,vid_548.jpg
0,1,0.5458,0.6952,0.1832,0.0,0.072,671.6558,1.78,vid_5480.jpg
